종목명,항목,내용
침투비파괴검사산업기사,실시기관 홈페이지,http://www.q-net.or.kr
침투비파괴검사산업기사,실시기관명,한국산업인력공단 
침투비파괴검사산업기사,진로 및 전망,"- 비파괴전문용역업체, 공인검사기관, 전선생산업체, 자체검사시설을 갖춘 조선소, 정유   회사, 유류저장시설 시공업체, 가스용기제작업체, 보일러제조회사, 항공기 생산업체   의 비파괴검사부서, 혹은 각종업체의 품질관리부서에 진출할 수 있다. - 침투비파괴검사는 주강품, 단조품과 같은 금속재료뿐망 아니라 세라믹, 프라스틱, 유   리와 같은 비금속 재료에도 이용할 수 있고, 시험체의 형상이 복잡하여도 검사가 가   능하기 때문에 현장적용이 용이한 편이다.  이러한 이유로 침투비파괴검사의 이용이    점차 증가할 것으로 예상됨에 따라 관련장비를 숙련되게 다룰 수 있고 검사결과의 판   독을 정확히 할 수 있는 전문인력의 수요도 동시에 증가할 것으로 기대된다.  또한    자격취득 후에는 「건설기술관리법」에 의해 감리전문회사의 감리원으로, 「산업안전   보건법」에 의해 산업체의 기계·기구를 정기적으로 검사하는 검사자로 고용될 수 있   다."
침투비파괴검사산업기사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 전문대학 및 대학의 물리, 기계, 화공, 재료, 전자, 전기, 금속,                에너지, 조선 관련학과③ 훈련기관 : 일반사설학원④ 시험과목   - 필기 :     1. 침투탐상시험원리    2. 침투탐상검사    3. 침투탐상관련규격 및 컴퓨터활용    4. 금속재료 및 용접일반   - 실기 : 침투탐상시험 ⑤ 검정방법   - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분)   - 실기 : 복합형[필답형(1시간) + 작업형(1시간정도)] ⑥ 합격기준   - 필기 : 100점을 만점으로 하여 과목당 40점이상, 전과목 60점이상   - 실기 : 100점을 만점으로 하여 60점 이상 "
침투비파괴검사산업기사,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제15조 (원가계산을 할 때 단위당 가격의 기준)▣ 고등학교 졸업학력 검정고시 규칙   □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국외유학에 관한 규정  □ 동 규정 제5조 (자비유학자격) ▣ 기술사법  □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법  □ 동법 시행령 제20조 (연구기획평가사의 자격시험)▣ 국가공무원법  □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙  □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법  □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙   □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률  □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법□ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격·의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 기술개발촉진법 □ 동법 시행령 제15조 (특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조 (계약심의위원회의 구성)▣ 건설기술관리법 □ 동법 시행령 제4조 (건설기술자의 범위) 
컨벤션기획사1급,수행직무,"국제회의 유치ㆍ기획ㆍ준비ㆍ진행 등 제반업무를 조정ㆍ운영하면서 회의목표 설정, 예산 관리, 등록기획, 계약, 협상, 현장관리,회의 평가의 직무수행 "
컨벤션기획사1급,실시기관 홈페이지,http://www.q-net.or.kr
컨벤션기획사1급,실시기관명,한국산업인력공단 
컨벤션기획사1급,진로 및 전망,"- 관련직업 : 행사기획자, 회의기획자, 국제회의기획자"
컨벤션기획사1급,취득방법,"① 시 행 처 : 한국산업인력공단 ② 응시자격     - 컨벤션기획사 2급 취득후 해당분야 실무경력 4년이상, 대학졸업자로서 관련분야      실무경력 7년이상, 관련분야 실무경력 11년 이상 등  ③ 시험과목    - 필기     1. 컨벤션기획실무론    2. 재무회계론    3. 컨벤션마케팅   - 실기 : 컨벤션 실무(컨벤션기획 및 실무제안서 작성, 영어프리젠테이션)④ 합격기준    - 필기 : 매 과목 40점이상, 전 과목 평균 60점 이상   - 실기 : 60점 이상 "
컨벤션기획사1급,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제49조 (원가계산을 할 때 단위당 가격의 기준) ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)   
컨벤션기획사2급,수행직무,"국제회의 유치ㆍ기획ㆍ준비ㆍ진행 등 제반업무를 조정ㆍ운영하면서 회의목표 설정, 예산 관리, 등록기획, 계약, 협상, 현장관리,회의 평가의 직무수행 "
컨벤션기획사2급,실시기관 홈페이지,http://www.q-net.or.kr
컨벤션기획사2급,실시기관명,한국산업인력공단 
컨벤션기획사2급,진로 및 전망,"- 관련직업 : 행사기획자, 회의기획자, 국제회의기획자"
컨벤션기획사2급,취득방법,"① 시 행 처 : 한국산업인력공단② 응시자격     - 대학 졸업자(졸업예정자), 관련분야 실무경력 4년 이상 등③ 시험과목    - 필기    1. 컨벤션산업론    2. 호텔.관광실무론    3. 컨벤션 영어   - 실기  : 컨벤션 실무(컨벤션기획 및 실무제안서 작성, 영어서신 작성)④ 합격기준    - 필기 : 매 과목 40점이상, 전 과목 평균 60점 이상   - 실기 : 60점 이상 "
컨벤션기획사2급,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제49조 (원가계산을 할 때 단위당 가격의 기준) ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)  
컬러리스트기사,개요,"지식기반 사회에서 국제경쟁력을 갖추기 위해서 컬러리스트의 자격인증과 자질의 향상  그리고 전문화는 필수적인 사항이라고 할 수 있다. 품질과 디자인으로 국제 경쟁 시장 에서 경쟁력의 우위를 점하고, 색채를 통한 고부가가치 상품을 개발하고 여러가지 문 화 상품을 수출하기 위해서 컬러리스트의 역할은 무엇보다 중요하다고 할 수 있다.  색채선진국은 후진국에세 색표집과 관리체계를 판매할 뿐 아니라 감각을 팔고 있는 현 실에서, 우리나라도 색채 선진국으로 발전하여 감각을 수출하는 색채 선진국이 되는 길 만이 감각 선진국이 되어 고부가가치의 산업대열에 합류할 수 가 있다. 환경, 군사 전 략, 의료, 원예 관리, 토양검사, 유물의 보존, 소재 개발, 감성 개발, 물성 측정, 교 통 안전 등의 많은 분야이다. 따라서 색채를 통해 산업의 인력전문화와 업종의 다각 화, 고용의 확대가 요구되어 현장에서 필요한 전문기술인력을 양성하고자 자격제도 제 정 "
컬러리스트기사,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국외유학에 관한 규정 □ 동규정 제5조 (자비유학자격) ▣ 기술사법 □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>) □ 동법 제39조 (전역보류) ▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)  ▣ 기술개발촉진법 □ 동법 시행령 제15조 (특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조 (계약심의위원회의 구성)▣ 부품·소재전문기업 등의 육성에 관한 특별조치법 □ 동법 시행령 제14조 (부품·소재기술개발전문기업의 지원기준 등) 
컬러리스트기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 시험과목   - 필기    1. 색채심리.마케팅    2. 색채디자인    3. 색채관리    4. 색채지각론    5. 색채체계론   - 실기 : 색채계획 실무③ 검정방법   - 필기 : 객관식 4지 택일형 과목당 20문항(과목당 30분)   - 실기 : 작업형(6시간 정도)④  합격기준   - 필기 : 100점 만점 40점 이상, 전과목 평균 60점 이상      - 실기 : 100점 만점 60점 이상 "
컬러리스트기사,진로 및 전망,"색채 관련 산업현장에서 건축, 제품, 실내디자인, 조명, 화장품, 패션, 미용, 원예 등  다양한 분야에서 약 500,000명의 전문인력이 활동하고 있다. 색채전문가의 활동영역이  광범위한 반면에 색채 전문성 한가지만으로 직업을 가지고 있는 경우는 드물다. 색채전 문성은 주로 다른 전문성과 결부되어 해당분야 직무의 부가가치를 높이는 방식으로 활 용된다. 색채전문성의 이러한 특징 때문에 산업분야에서 색채전문성을 소홀히 취급해  왔으며 색채전문가 양성을 위한 교육도 등한히 해왔다. 그러나 색채는 우리의 시각적  경험중에서 감성에 대한 직접적 호소력을 갖는 속성으로서 각종 디자인의 성패를 좌우 하는 가장 중요한 요소이다. 산업경쟁력에 있어서 디자인의 중요성이 크게 부각되면서  근자에 이르러서는 색채의 중요성도 함께 부각되고 있으며 색채전문가 필요성도 커지 고 있다.■ 인력양성기관  현재 우리나라의 색채 관련 교육 및 산업은 기타 여러 국가에 비해 아주 초보적인 단  계에 있다. 근래에 들어 한국색채연구소 및 한국산업디자인진흥원, 이화여자대학교 색  채 디자인연구소 등에서 활발한 연구 및 교육 활동을 전개해 나가고 있다. 그럼에도   불구하고 색채디자인 분야 및 산업 현장이나 수출을 위한 상품 색채 관리자들을 양성  하기에는 더 많은 정책적 지원과 교육 과정이 필요하다고 볼 수 있다. 최근 여러기관  에서 실시되고 있는 색채 교육 과정을 소개하면 다음과 같다. 1) 한국색채연구소가 2000년 8월 16일부터 8월 23일까지 실시한 색채학 강의 지도법 특    별 강좌를 통한 색채 교육과정은 색채의 기초, 색채관리, 환경색채, 실내건축설계,     색채이미지의 배색, 배색실습 등이 있다. 2) KIDP(한국산업디자인진흥원)의 색채전문인 양성과정에서는 상품색채기호와 색채응용    의 두분야로 나누어서 색의 경제학, 색채의 과학적 접근을 통한 정보조사분석, 상품    색채계획을 위한 이론과 실습 등과 색채를 표현하는 재료 및 기술(플라스틱, 섬유,     잉크, 인쇄, 도장, 도료, 디지털 환경현황), 상품의 색채디자인(자동차, 가전, 가    구, 건축내외장재, 화장품) 등의 강의와 마켓 색채분석, 향후적용색채예측을 위한     워크？을 실시했다. 3) 이화여자대학교 색채디자인연구소는 국가적 차원의 지원을 받는 연구소로서, 색채디    자인전문가 인증과정의 일환으로서 색채교육과정을 개설하고 있다. 교육 내용을 살    펴보면 빛과 색지각의 특성, 색채심리, 색채문화론, 색채수요 예측법, 색채분석기    법, 색채계획, 색채정보기획, 디자인과 색채, 색채와 재료, 색채관리, 색채조화론    및 배색의 실제 등으로 구성되어 있다. 4) 기타 대학 및 전문대학, 기능대학, 직업전문학교 등 디자인 관련 학과에서 색채교육    이 병행되고 있다. ■ 관련직업 : 시각디자이너, 광고디자이너 "
컬러리스트기사,실시기관명,한국산업인력공단 
컬러리스트기사,실시기관 홈페이지,http://www.q-net.or.kr
컬러리스트기사,수행직무,"- 색채관련 상품기획, 소비자조사, 색채관리 등 색채관련 지식과 기술을 습득하여 색채   조사 및 분석, 색채계획, 디자인 관리와 같은 직무수행 - 색채관련 상품기획, 소비자 조사, 색채규정 검토 및 적용, 색채디자인, 색채관리 등    전반에 걸쳐 전문적인 지식과 기술을 습득하고, 색채와 관련된 타분야와 협조를 하면   서 종합적인 업무를 수행하는 자이다. 특히 색채와 문화, 색채 마케팅 등 색채관련    응용능력이 필요한 업무를 수행하고, 자문할 수 있는 전문인력이다."
컬러리스트기사,변천과정,2002년 신설종목 
컬러리스트산업기사,개요,"지식기반 사회에서 국제경쟁력을 갖추기 위해서 컬러리스트의 자격인증과 자질의 향상  그리고 전문화는 필수적인 사항이라고 할 수 있다. 품질과 디자인으로 국제 경쟁 시장 에서 경쟁력의 우위를 점하고, 색채를 통한 고부가가치 상품을 개발하고 여러가지 문 화 상품을 수출하기 위해서 컬러리스트의 역할은 무엇보다 중요하다고 할 수 있다.  색채선진국은 후진국에세 색표집과 관리체계를 판매할 뿐 아니라 감각을 팔고 있는 현 실에서, 우리나라도 색채 선진국으로 발전하여 감각을 수출하는 색채 선진국이 되는 길 만이 감각 선진국이 되어 고부가가치의 산업대열에 합류할 수 가 있다. 환경, 군사 전 략, 의료, 원예 관리, 토양검사, 유물의 보존, 소재 개발, 감성 개발, 물성 측정, 교 통 안전 등의 많은 분야이다. 따라서 색채를 통해 산업의 인력전문화와 업종의 다각 화, 고용의 확대가 요구되어 현장에서 필요한 전문기술인력을 양성하고자 자격제도 제 정 "
컬러리스트산업기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 시험과목   - 필기:     1. 색채심리     2. 색채디자인     3. 색채관리     4. 색채지각의 이해     5. 색채체계의 이해   - 실기 : 색채계획 실무③ 검정방법   - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분)    - 실기 : 작업형(5시간 정도)④  합격기준   - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점 이상.   - 실기 : 100점을 만점으로 하여 60점 이상. "
컬러리스트산업기사,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제13조 (원가계산을 할 때 단위당 가격의 기준)▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국외유학에 관한 규정 □ 동규정 제5조 (자비유학자격) ▣ 기술사법 □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 기술개발촉진법 □ 동법 시행령 제15조 (특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조 (계약심의위원회의 구성) 
컬러리스트산업기사,진로 및 전망,"색채 관련 산업현장에서 건축, 제품, 실내디자인, 조명, 화장품, 패션, 미용, 원예 등  다양한 분야에서 약 500,000명의 전문인력이 활동하고 있다. 색채전문가의 활동영역이  광범위한 반면에 색채 전문성 한가지만으로 직업을 가지고 있는 경우는 드물다. 색채전 문성은 주로 다른 전문성과 결부되어 해당분야 직무의 부가가치를 높이는 방식으로 활 용된다. 색채전문성의 이러한 특징 때문에 산업분야에서 색채전문성을 소홀히 취급해  왔으며 색채전문가 양성을 위한 교육도 등한히 해왔다. 그러나 색채는 우리의 시각적  경험중에서 감성에 대한 직접적 호소력을 갖는 속성으로서 각종 디자인의 성패를 좌우 하는 가장 중요한 요소이다. 산업경쟁력에 있어서 디자인의 중요성이 크게 부각되면서  근자에 이르러서는 색채의 중요성도 함께 부각되고 있으며 색채전문가 필요성도 커지 고 있다.■ 인력양성기관  현재 우리나라의 색채 관련 교육 및 산업은 기타 여러 국가에 비해 아주 초보적인 단  계에 있다. 근래에 들어 한국색채연구소 및 한국산업디자인진흥원, 이화여자대학교 색  채 디자인연구소 등에서 활발한 연구 및 교육 활동을 전개해 나가고 있다. 그럼에도   불구하고 색채디자인 분야 및 산업 현장이나 수출을 위한 상품 색채 관리자들을 양성  하기에는 더 많은 정책적 지원과 교육 과정이 필요하다고 볼 수 있다. 최근 여러기관  에서 실시되고 있는 색채 교육 과정을 소개하면 다음과 같다. 1) 한국색채연구소가 2000년 8월 16일부터 8월 23일까지 실시한 색채학 강의 지도법 특    별 강좌를 통한 색채 교육과정은 색채의 기초, 색채관리, 환경색채, 실내건축설계,     색채이미지의 배색, 배색실습 등이 있다. 2) KIDP(한국산업디자인진흥원)의 색채전문인 양성과정에서는 상품색채기호와 색채응용    의 두분야로 나누어서 색의 경제학, 색채의 과학적 접근을 통한 정보조사분석, 상품    색채계획을 위한 이론과 실습 등과 색채를 표현하는 재료 및 기술(플라스틱, 섬유,     잉크, 인쇄, 도장, 도료, 디지털 환경현황), 상품의 색채디자인(자동차, 가전, 가    구, 건축내외장재, 화장품) 등의 강의와 마켓 색채분석, 향후적용색채예측을 위한     워크？을 실시했다. 3) 이화여자대학교 색채디자인연구소는 국가적 차원의 지원을 받는 연구소로서, 색채디    자인전문가 인증과정의 일환으로서 색채교육과정을 개설하고 있다. 교육 내용을 살    펴보면 빛과 색지각의 특성, 색채심리, 색채문화론, 색채수요 예측법, 색채분석기    법, 색채계획, 색채정보기획, 디자인과 색채, 색채와 재료, 색채관리, 색채조화론    및 배색의 실제 등으로 구성되어 있다. 4) 기타 대학 및 전문대학, 기능대학, 직업전문학교 등 디자인 관련 학과에서 색채교육    이 병행되고 있다. ■ 관련직업 : 시각디자이너, 광고디자이너 "
컬러리스트산업기사,실시기관 홈페이지,http://www.q-net.or.kr
컬러리스트산업기사,수행직무,"- 색채관련 상품기획, 소비자조사, 색채관리 등 색채관련 지식과 기술을 습득하여 색채   조사 및 분석, 색채계획, 디자인 관리와 같은 직무수행 - 색채관련 상품기획, 소비자 조사, 색채규정 검토 및 적용, 색채디자인, 색채관리 등    전반에 걸쳐 일반적인 지식과 기술을 습득한 자로 1급의 업무를 보조하면서, 색채분   야에 업무를 수행하는 자이다. 주로 수행하는 업무는 직업에 따라 컬러디자이너, 컬   러 코디네이터, 조색사, 색채 교육사 등 현장업무가 주된 업무이다 "
컬러리스트산업기사,변천과정,2002년 신설종목 
컬러리스트산업기사,실시기관명,한국산업인력공단 
컴퓨터그래픽스운용기능사,진로 및 전망,"- 광고 제작업체, 프로덕션, 방송사, 게임제작업체, 프리젠테이션 제작업체, 애니메이션   작업체 등 다양한 분야로 진출할 수 있다. - 컴퓨터그래픽은 건설, 영화·방송, 애니메이션, 광고 및 각종 제조업 등 다양한 분야   에 활용되고 있으며 정부에서도 이 분야에 대한 다양한 육성·지원책을 계획하는 등    증가요인으로 고용은 증가할 것이다. 실례로 현재 헐리우드에서 제작되는 SF영화의    100%가, 그리고 SF영화가 아닌 경우에도 특수한 효과가 요구되는 모든 영화에서 컴퓨   터 그래픽이 사용되고 있다. 그러나 이 분야의 경우 소프트웨어가 빠르고 다양하게    개발되고 있기 때문에 이에 따른 활용능력을 배양해야만 한다. "
컴퓨터그래픽스운용기능사,실시기관 홈페이지,http://www.q-net.or.kr
컴퓨터그래픽스운용기능사,변천과정,1997년 6월 컴퓨터그래픽스운용기능사로 신설. 
컴퓨터그래픽스운용기능사,개요,사람이 표현할 수 없는 형상이나 그림을 컴퓨터라는 매체를 통해 다양한 기능과 기술 적 인 요소를 가미하여 시각적으로 형상화시켜 채색은 물론 조형을 제작할 수 있는 숙련  기능인력이 필요해짐에 따라 자격제도 제정. 
컴퓨터그래픽스운용기능사,실시기관명,한국산업인력공단 
컴퓨터그래픽스운용기능사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 공업계 고등학교의 컴퓨터그래픽과③ 훈련기관 : 사설학원 컴퓨터그래픽 과정④ 시험과목   - 필기 : 1.산업디자인일반  2.색채 및 도법  3.디자인 재료  4.컴퓨터그래픽스   - 실기 : 컴퓨터그래픽스운용실무.  ⑤ 검정방법    - 필기 : 객관식 4지, 택일형 60문항(60분)   - 실기 : 작업형(4시간 내외) ⑥ 합격기준 : 100점 만점에 60점 이상 득점자. "
